calculated_host_listings_count,availability_365,room_type,neighbourhood,price
0.0,0.0,1.0,12.0,120
0.3333333333333333,0.0,0.0,79.0,50
1.0,0.5671232876712329,0.0,103.0,49
0.0,0.2493150684931507,1.0,6.0,130
0.0,0.0,0.0,79.0,40
0.0,0.09315068493150686,0.0,9.0,120
0.3333333333333333,0.1863013698630137,0.0,21.0,43
0.0,0.0,1.0,2.0,169
0.0,0.0,0.0,15.0,94
0.0,0.12602739726027398,0.0,12.0,60
0.0,0.852054794520548,0.0,22.0,70
0.0,0.0,2.0,61.0,37
0.0,0.0,1.0,2.0,110
0.0,0.9945205479452055,1.0,29.0,150
0.0,0.0,2.0,28.0,169
0.3333333333333333,0.07945205479452055,1.0,20.0,95
0.0,0.0,0.0,19.0,69
0.0,0.0,1.0,52.0,205
0.0,0.0,0.0,12.0,41
0.0,0.4876712328767123,1.0,15.0,75
0.6666666666666667,0.36164383561643837,0.0,6.0,75
0.0,0.008219178082191782,0.0,25.0,75
0.0,0.0,1.0,68.0,180
0.0,0.0,1.0,2.0,85
0.0,0.0,1.0,11.0,156
0.0,0.0,0.0,71.0,60
0.0,0.0,0.0,12.0,53
0.0,0.010958904109589041,1.0,3.0,149
0.0,0.4849315068493151,1.0,6.0,150
0.0,0.7698630136986302,1.0,79.0,350
0.0,0.0,0.0,12.0,56
0.0,0.0,1.0,8.0,259
0.0,0.0,0.0,15.0,40
0.0,0.6958904109589041,1.0,6.0,120
0.0,0.0,1.0,12.0,180
0.0,0.4438356164383562,0.0,54.0,80
0.0,0.8273972602739726,0.0,2.0,80
0.0,0.8410958904109589,0.0,21.0,61
0.0,0.0,0.0,12.0,75
0.0,0.19726027397260273,1.0,110.0,100
0.0,0.0,0.0,14.0,65
0.0,0.0,0.0,12.0,80
0.0,0.0,1.0,43.0,190
0.0,0.07397260273972603,1.0,49.0,120
0.6666666666666667,0.0,0.0,20.0,150
0.0,0.7698630136986302,1.0,28.0,222
0.3333333333333333,0.0,0.0,46.0,50
0.0,0.03287671232876713,1.0,79.0,180
0.3333333333333333,0.0,0.0,2.0,125
0.0,0.0,1.0,18.0,160
0.0,0.0,0.0,23.0,75
0.3333333333333333,0.4849315068493151,0.0,13.0,76
0.0,0.0,1.0,84.0,5000
0.0,0.0547945205479452,1.0,12.0,550
1.0,0.024657534246575342,0.0,2.0,75
0.3333333333333333,0.3506849315068493,1.0,76.0,123
0.3333333333333333,0.0,0.0,23.0,90
0.3333333333333333,0.2191780821917808,1.0,6.0,167
0.0,0.9205479452054794,1.0,52.0,300
0.3333333333333333,0.0,1.0,6.0,50
0.0,0.16164383561643836,0.0,15.0,68
0.0,0.09041095890410959,1.0,6.0,118
0.3333333333333333,0.0,0.0,15.0,55
0.0,0.0,1.0,7.0,290
0.0,0.5068493150684932,1.0,26.0,214
0.0,0.4794520547945206,1.0,70.0,300
0.0,0.5698630136986301,1.0,13.0,180
0.3333333333333333,0.0,0.0,2.0,119
0.0,0.0547945205479452,1.0,15.0,99
0.0,0.0,1.0,56.0,99
0.3333333333333333,0.6520547945205479,1.0,2.0,155
0.0,0.0,1.0,76.0,60
0.0,0.23835616438356164,1.0,11.0,165
0.0,0.2821917808219178,0.0,20.0,85
0.0,0.8794520547945206,0.0,44.0,35
0.0,0.6383561643835617,1.0,7.0,499
0.0,0.6931506849315069,1.0,98.0,125
0.0,0.019178082191780823,0.0,43.0,57
0.3333333333333333,0.18082191780821918,0.0,28.0,120
0.0,0.0,1.0,19.0,180
0.0,0.9972602739726028,0.0,27.0,250
0.0,0.0,0.0,0.0,65
0.0,0.0,0.0,21.0,50
0.0,0.005479452054794521,0.0,23.0,101
0.0,0.0,1.0,22.0,110
0.0,0.989041095890411,1.0,83.0,129
0.0,0.22465753424657534,1.0,56.0,180
1.0,0.8246575342465754,0.0,6.0,49
0.0,0.24383561643835616,0.0,6.0,76
0.0,0.0,0.0,23.0,150
0.0,0.4986301369863014,1.0,43.0,280
1.0,0.0,0.0,4.0,150
0.0,0.0027397260273972603,0.0,6.0,90
0.0,0.9863013698630138,0.0,73.0,39
0.3333333333333333,0.06301369863013699,1.0,21.0,160
0.0,0.0,1.0,39.0,115
0.0,0.0,1.0,33.0,55
0.0,0.0,1.0,16.0,250
0.3333333333333333,0.0,0.0,52.0,249
0.0,0.2410958904109589,0.0,15.0,120
0.0,0.0,1.0,19.0,100
0.0,0.810958904109589,1.0,2.0,260
0.0,0.0,0.0,12.0,70
0.6666666666666667,0.9123287671232877,0.0,70.0,45
0.0,0.12054794520547946,1.0,124.0,40
0.0,0.0,0.0,21.0,40
0.0,0.0,0.0,6.0,55
0.0,0.5863013698630137,1.0,14.0,500
0.0,0.0,0.0,20.0,90
0.0,0.0,1.0,10.0,180
0.0,0.35342465753424657,0.0,22.0,45
0.3333333333333333,0.8301369863013699,1.0,4.0,120
0.6666666666666667,0.049315068493150684,0.0,2.0,79
0.0,0.0,1.0,28.0,140
0.0,0.0,0.0,28.0,54
1.0,0.2410958904109589,0.0,37.0,55
0.0,0.8246575342465754,0.0,39.0,60
0.3333333333333333,0.947945205479452,0.0,25.0,79
0.0,0.16164383561643836,0.0,123.0,85
0.0,0.19726027397260273,1.0,43.0,349
0.0,0.0,1.0,49.0,89
0.6666666666666667,0.0,0.0,28.0,250
0.0,0.008219178082191782,1.0,4.0,99
0.0,0.0958904109589041,0.0,8.0,61
0.0,0.9178082191780822,0.0,30.0,99
0.6666666666666667,0.736986301369863,0.0,138.0,600
0.0,0.0,1.0,12.0,650
0.0,0.0027397260273972603,0.0,14.0,150
0.0,0.0,1.0,46.0,55
0.0,0.2273972602739726,1.0,19.0,209
0.3333333333333333,0.336986301369863,0.0,11.0,180
0.0,0.23835616438356164,1.0,15.0,100
0.0,0.0,0.0,21.0,75
0.0,0.0,1.0,20.0,150
0.3333333333333333,0.4301369863013699,0.0,21.0,55
0.0,0.0,1.0,15.0,110
0.0,0.9972602739726028,1.0,20.0,500
0.0,0.0,0.0,2.0,75
0.3333333333333333,0.2273972602739726,0.0,21.0,69
0.0,0.0,1.0,30.0,100
0.0,0.7780821917808219,0.0,4.0,58
0.0,0.4602739726027397,0.0,21.0,80
0.0,0.0,0.0,20.0,59
0.0,0.021917808219178082,1.0,8.0,243
0.0,0.44931506849315067,1.0,19.0,199
0.0,0.005479452054794521,1.0,48.0,175
0.6666666666666667,0.9863013698630138,0.0,6.0,109
0.0,0.9561643835616438,1.0,100.0,160
0.0,0.9726027397260274,1.0,14.0,139
0.0,0.06027397260273973,0.0,4.0,50
0.0,0.0,1.0,6.0,125
0.0,0.0,0.0,12.0,70
0.0,0.0,1.0,3.0,92
0.0,0.0,0.0,21.0,70
0.0,0.9013698630136986,1.0,6.0,60
0.0,0.16164383561643836,1.0,12.0,185
0.0,0.0,1.0,8.0,200
0.6666666666666667,0.7041095890410959,0.0,6.0,45
0.0,0.7479452054794521,1.0,21.0,150
0.0,0.13972602739726028,1.0,8.0,1200
0.0,0.0,1.0,24.0,75
0.0,0.8821917808219178,0.0,150.0,40
0.0,0.0,0.0,23.0,64
0.0,0.0,1.0,2.0,100
0.3333333333333333,0.30684931506849317,0.0,4.0,88
0.0,0.0,1.0,4.0,75
0.0,0.0,0.0,6.0,42
0.0,0.11506849315068493,1.0,21.0,99
0.0,0.0,0.0,2.0,50
0.0,0.0,1.0,56.0,70
0.0,0.8027397260273973,1.0,31.0,275
0.3333333333333333,0.016438356164383564,0.0,23.0,66
0.3333333333333333,0.5780821917808219,1.0,2.0,115
0.0,0.0,0.0,38.0,46
0.0,0.0,0.0,44.0,50
0.0,0.0,0.0,8.0,100
0.0,0.0,1.0,8.0,125
0.3333333333333333,0.07945205479452055,0.0,34.0,70
0.0,0.821917808219178,1.0,89.0,65
0.0,0.20273972602739726,0.0,21.0,65
1.0,0.0,0.0,6.0,65
0.0,0.0,1.0,12.0,195
0.0,0.9452054794520548,1.0,12.0,450
0.0,0.5150684931506849,0.0,63.0,65
1.0,0.16164383561643836,0.0,8.0,129
0.0,0.0,1.0,64.0,99
0.3333333333333333,0.0,0.0,19.0,130
0.0,0.0,1.0,2.0,70
0.0,0.5150684931506849,0.0,24.0,89
0.3333333333333333,0.0,0.0,16.0,58
0.0,0.0,1.0,6.0,185
0.0,0.0,0.0,12.0,45
0.0,0.8027397260273973,1.0,2.0,249
0.3333333333333333,0.7945205479452054,1.0,100.0,110
0.0,0.3972602739726027,0.0,49.0,50
0.0,0.0,0.0,2.0,85
0.0,0.06027397260273973,0.0,75.0,70
0.0,0.5452054794520548,0.0,30.0,50
0.0,0.0,1.0,12.0,275
0.0,0.0,1.0,2.0,125
1.0,0.12054794520547946,0.0,12.0,96
0.0,0.9452054794520548,1.0,12.0,300
1.0,0.9205479452054794,0.0,83.0,40
0.0,0.0,0.0,19.0,180
0.0,0.0,1.0,8.0,149
0.0,0.0,1.0,19.0,175
0.6666666666666667,0.7753424657534247,0.0,22.0,38
0.0,1.0,0.0,26.0,400
0.0,0.0,0.0,21.0,82
0.0,0.005479452054794521,1.0,82.0,75
0.0,0.008219178082191782,1.0,12.0,210
0.0,0.4794520547945206,0.0,177.0,60
0.0,0.0,0.0,6.0,42
0.0,0.0,0.0,6.0,67
1.0,0.4328767123287671,0.0,70.0,45
0.0,0.038356164383561646,0.0,21.0,80
0.3333333333333333,0.7643835616438356,0.0,7.0,59
0.0,0.5068493150684932,1.0,13.0,125
0.3333333333333333,0.0,0.0,19.0,95
0.0,0.0,0.0,6.0,55
0.0,1.0,1.0,4.0,300
0.0,0.0,0.0,50.0,85
0.0,0.6383561643835617,1.0,23.0,200
0.0,0.0,1.0,6.0,95
0.0,0.0,0.0,52.0,199
0.3333333333333333,0.0,0.0,19.0,85
0.6666666666666667,0.3917808219178082,0.0,15.0,45
0.0,0.0,1.0,13.0,120
0.0,0.589041095890411,0.0,12.0,72
0.0,0.0684931506849315,0.0,21.0,49
0.0,0.0,0.0,6.0,50
0.0,0.15616438356164383,1.0,29.0,150
0.0,0.5835616438356165,1.0,12.0,140
0.0,0.11506849315068493,1.0,20.0,150
0.0,0.0,1.0,1.0,300
0.0,0.0,0.0,12.0,42
0.0,0.0,0.0,12.0,125
0.0,0.0,1.0,56.0,95
1.0,0.6821917808219178,0.0,20.0,399
0.0,0.0,1.0,34.0,192
0.0,0.8082191780821918,1.0,51.0,185
0.0,0.0,1.0,28.0,300
0.0,0.0,1.0,12.0,200
0.0,0.052054794520547946,1.0,147.0,95
0.0,0.0,1.0,23.0,180
0.0,0.0,1.0,16.0,155
0.0,0.0,0.0,3.0,90
0.0,0.35342465753424657,1.0,52.0,200
0.3333333333333333,0.6657534246575343,1.0,11.0,500
0.0,0.9780821917808219,0.0,56.0,75
0.0,0.07123287671232877,0.0,43.0,175
0.0,0.6712328767123288,1.0,7.0,200
0.0,0.0,0.0,6.0,50
0.0,0.32054794520547947,1.0,6.0,250
0.0,0.0,0.0,56.0,57
0.0,0.0,0.0,8.0,48
0.3333333333333333,0.0,1.0,20.0,55
0.0,0.0,1.0,20.0,225
0.0,0.4,1.0,121.0,150
0.0,0.0,1.0,36.0,145
0.0,0.0,1.0,2.0,120
0.3333333333333333,0.39452054794520547,0.0,45.0,85
0.0,0.6794520547945205,0.0,3.0,99
0.0,0.019178082191780823,0.0,20.0,49
1.0,0.18356164383561643,0.0,23.0,90
0.6666666666666667,0.0684931506849315,0.0,38.0,98
0.0,0.2767123287671233,1.0,56.0,140
0.0,0.0,1.0,3.0,120
0.3333333333333333,0.0,0.0,9.0,72
0.0,0.016438356164383564,0.0,26.0,110
0.0,0.4246575342465753,1.0,6.0,125
0.0,0.0,0.0,44.0,42
1.0,0.24657534246575344,0.0,70.0,75
0.0,0.0,0.0,7.0,180
0.0,0.0,1.0,28.0,178
0.0,0.0,1.0,6.0,99
0.6666666666666667,0.6356164383561644,0.0,20.0,50
0.0,0.0,1.0,6.0,120
0.0,0.9068493150684932,1.0,107.0,79
0.0,0.0,1.0,23.0,200
0.0,0.0,0.0,56.0,48
1.0,0.589041095890411,0.0,4.0,103
0.0,0.37534246575342467,1.0,6.0,120
0.0,0.23287671232876714,0.0,23.0,129
0.0,0.0,1.0,19.0,190
0.3333333333333333,0.2410958904109589,0.0,6.0,75
0.0,0.0,0.0,12.0,65
0.0,0.0,0.0,6.0,32
0.3333333333333333,0.6821917808219178,1.0,6.0,80
0.0,0.7315068493150685,1.0,53.0,240
0.0,0.34794520547945207,1.0,6.0,165
0.0,0.2602739726027397,1.0,28.0,265
0.0,1.0,0.0,1.0,699
0.0,0.0,1.0,26.0,165
0.0,0.4602739726027397,1.0,63.0,175
0.0,0.0,1.0,64.0,165
0.0,0.4657534246575343,1.0,178.0,110
0.0,0.07945205479452055,1.0,4.0,275
1.0,0.16164383561643836,0.0,133.0,43
0.0,0.0,0.0,6.0,61
0.0,0.0,1.0,19.0,150
0.0,0.016438356164383564,1.0,96.0,150
0.0,0.0,0.0,56.0,50
0.3333333333333333,0.06575342465753425,1.0,28.0,59
0.3333333333333333,0.7315068493150685,1.0,15.0,171
0.0,0.0,1.0,11.0,370
0.0,0.1589041095890411,1.0,16.0,100
0.0,0.0,0.0,8.0,85
0.0,0.0,0.0,23.0,70
0.0,0.0,0.0,25.0,66
0.0,0.3698630136986301,0.0,30.0,55
0.6666666666666667,1.0,0.0,79.0,150
1.0,0.4904109589041096,0.0,76.0,79
0.0,0.810958904109589,1.0,77.0,375
0.0,0.0,0.0,14.0,112
0.0,0.0,1.0,30.0,64
0.0,0.09041095890410959,0.0,81.0,89
0.6666666666666667,0.0,0.0,19.0,139
0.0,0.0,1.0,25.0,120
0.0,0.0,0.0,21.0,50
0.0,0.18356164383561643,1.0,5.0,325
0.0,0.8465753424657534,1.0,145.0,151
0.0,0.0,1.0,19.0,110
0.0,0.273972602739726,1.0,28.0,250
0.3333333333333333,0.3780821917808219,0.0,19.0,78
0.0,0.3917808219178082,1.0,202.0,178
0.0,0.0,1.0,19.0,250
0.0,0.0,1.0,113.0,170
0.3333333333333333,0.4575342465753425,1.0,6.0,113
0.0,0.0,1.0,7.0,119
0.0,0.008219178082191782,1.0,12.0,160
0.0,1.0,0.0,113.0,100
0.0,0.6219178082191781,1.0,56.0,135
0.0,0.0,0.0,3.0,68
0.0,0.0,0.0,23.0,188
0.0,0.0136986301369863,0.0,30.0,129
0.0,0.0,0.0,2.0,58
0.0,0.0,1.0,14.0,225
0.3333333333333333,0.2876712328767123,1.0,28.0,120
0.6666666666666667,0.336986301369863,0.0,30.0,160
0.0,0.8493150684931506,1.0,6.0,200
0.0,0.0,0.0,15.0,38
0.0,0.0,0.0,8.0,125
0.0,0.29863013698630136,0.0,79.0,59
0.0,0.0,1.0,34.0,150
0.0,0.0,1.0,6.0,175
0.0,0.2273972602739726,1.0,79.0,138
0.0,0.23013698630136986,0.0,12.0,75
1.0,0.038356164383561646,2.0,15.0,24
0.0,0.0,1.0,8.0,175
0.0,0.0,1.0,6.0,83
0.0,0.0,1.0,27.0,100
0.0,0.0,1.0,34.0,200
0.0,0.0547945205479452,0.0,22.0,35
0.0,0.0,1.0,7.0,175
0.0,0.0,0.0,6.0,56
0.0,0.0958904109589041,1.0,15.0,175
0.0,0.0,0.0,4.0,75
0.0,0.0,1.0,29.0,130
0.0,0.3589041095890411,1.0,79.0,95
0.0,0.0,1.0,121.0,87
0.3333333333333333,0.03287671232876713,0.0,30.0,39
0.3333333333333333,0.26575342465753427,0.0,2.0,60
0.0,0.0,0.0,2.0,90
0.0,0.0,1.0,16.0,219
0.3333333333333333,0.13972602739726028,1.0,15.0,85
0.0,0.23287671232876714,1.0,23.0,80
0.0,0.0,0.0,12.0,65
0.6666666666666667,0.008219178082191782,0.0,6.0,40
0.0,0.0,0.0,20.0,70
0.0,1.0,1.0,77.0,2400
0.0,0.04657534246575343,1.0,15.0,78
0.0,0.3150684931506849,1.0,1.0,524
0.0,0.0,1.0,6.0,325
0.0,0.9315068493150686,1.0,5.0,799
0.3333333333333333,0.915068493150685,0.0,2.0,81
0.0,0.0,0.0,6.0,45
0.6666666666666667,0.9972602739726028,1.0,15.0,450
0.0,0.1315068493150685,0.0,19.0,50
0.0,0.06301369863013699,1.0,19.0,650
0.0,0.9972602739726028,2.0,12.0,195
0.0,0.0,1.0,38.0,185
1.0,0.5178082191780822,0.0,90.0,65
0.3333333333333333,0.2219178082191781,0.0,30.0,60
0.0,0.049315068493150684,0.0,56.0,49
0.0,0.24383561643835616,0.0,87.0,70
0.3333333333333333,0.3150684931506849,1.0,21.0,149
0.0,0.16164383561643836,1.0,12.0,125
0.3333333333333333,0.0,0.0,56.0,75
0.3333333333333333,0.0,0.0,12.0,75
0.0,0.9452054794520548,1.0,19.0,239
0.0,0.0,1.0,21.0,152
0.3333333333333333,0.24383561643835616,0.0,27.0,129
0.0,0.0,1.0,8.0,265
0.0,0.019178082191780823,1.0,12.0,172
0.6666666666666667,0.20273972602739726,0.0,21.0,52
0.0,0.057534246575342465,1.0,6.0,360
0.3333333333333333,0.8191780821917808,1.0,126.0,159
0.0,0.4191780821917808,0.0,15.0,99
0.0,0.08767123287671233,0.0,8.0,137
0.0,0.0,1.0,21.0,95
0.0,0.9013698630136986,1.0,162.0,99
0.0,0.0,1.0,19.0,400
0.3333333333333333,0.0,0.0,54.0,70
0.0,0.0,1.0,64.0,125
0.0,0.7589041095890411,0.0,2.0,120
0.0,0.005479452054794521,0.0,12.0,50
0.0,0.024657534246575342,1.0,6.0,119
0.0,0.0,0.0,7.0,139
0.3333333333333333,0.0,1.0,21.0,150
0.0,0.6054794520547945,0.0,27.0,140
0.0,0.0,0.0,21.0,40
0.3333333333333333,0.5205479452054794,0.0,54.0,60
0.3333333333333333,0.0,0.0,56.0,55
0.0,0.2821917808219178,0.0,12.0,89
0.0,0.0410958904109589,1.0,24.0,174
0.0,0.0,1.0,32.0,150
0.0,0.0,1.0,14.0,110
0.0,0.17534246575342466,1.0,38.0,235
0.3333333333333333,0.0027397260273972603,1.0,34.0,250
0.0,0.33424657534246577,1.0,7.0,259
0.3333333333333333,0.0,0.0,147.0,40
0.0,0.008219178082191782,1.0,1.0,199
0.0,0.0,1.0,28.0,115
0.0,0.09315068493150686,1.0,68.0,195
0.0,0.06027397260273973,0.0,6.0,80
0.3333333333333333,0.0,0.0,2.0,40
0.0,0.0,0.0,103.0,40
0.0,0.41643835616438357,1.0,64.0,270
0.0,0.0,1.0,59.0,175
0.0,0.021917808219178082,1.0,16.0,108
0.0,0.0,0.0,19.0,80
1.0,0.35342465753424657,0.0,15.0,55
0.0,0.0,2.0,53.0,500
0.0,0.052054794520547946,0.0,12.0,85
0.0,0.5178082191780822,0.0,44.0,50
0.3333333333333333,0.0,1.0,6.0,350
0.0,0.0,0.0,8.0,200
0.0,0.8136986301369863,1.0,52.0,250
0.0,0.0410958904109589,0.0,2.0,100
0.0,0.4876712328767123,0.0,2.0,125
0.0,0.0,1.0,11.0,160
0.0,0.9972602739726028,0.0,25.0,100
0.0,1.0,0.0,99.0,100
0.0,0.1178082191780822,0.0,51.0,100
0.0,0.0,1.0,15.0,105
0.0,0.0958904109589041,1.0,6.0,90
0.0,0.0,0.0,2.0,45
0.0,0.0,1.0,16.0,115
0.3333333333333333,0.0,1.0,30.0,200
0.0,0.18904109589041096,1.0,20.0,175
0.0,0.0,1.0,12.0,250
0.0,0.11232876712328767,1.0,11.0,179
0.0,0.0,1.0,12.0,100
0.0,0.16164383561643836,1.0,7.0,219
0.0,0.0,1.0,24.0,80
0.0,0.0,0.0,2.0,75
0.0,0.0,1.0,21.0,136
0.0,0.2547945205479452,0.0,2.0,65
0.0,0.2410958904109589,1.0,12.0,225
0.3333333333333333,0.06027397260273973,1.0,19.0,100
0.3333333333333333,0.4410958904109589,1.0,90.0,200
0.0,0.0,1.0,29.0,75
0.3333333333333333,0.09863013698630137,0.0,4.0,85
0.0,0.13424657534246576,1.0,14.0,175
0.0,0.23835616438356164,0.0,30.0,65
0.0,0.8493150684931506,0.0,7.0,125
0.0,0.0,1.0,6.0,139
0.0,0.07397260273972603,0.0,24.0,150
0.6666666666666667,0.5616438356164384,0.0,4.0,80
0.0,0.0,0.0,3.0,50
0.3333333333333333,0.41643835616438357,0.0,7.0,92
0.6666666666666667,0.0,0.0,20.0,75
0.0,0.0,1.0,11.0,149
0.6666666666666667,0.016438356164383564,1.0,114.0,115
0.0,0.0,1.0,8.0,145
0.0,0.0,1.0,125.0,42
0.0,0.0,1.0,14.0,300
0.0,0.0,0.0,28.0,141
0.0,0.0,1.0,12.0,250
0.0,0.043835616438356165,1.0,52.0,300
0.0,0.0,1.0,52.0,300
0.0,0.0,1.0,14.0,115
0.0,0.4767123287671233,1.0,20.0,250
0.0,0.8191780821917808,1.0,15.0,150
0.0,0.019178082191780823,1.0,7.0,150
0.0,0.0,1.0,26.0,175
0.0,0.6657534246575343,1.0,3.0,125
0.0,0.0684931506849315,1.0,41.0,48
0.0,0.9972602739726028,1.0,25.0,375
0.3333333333333333,0.36712328767123287,1.0,6.0,135
0.0,0.0,0.0,15.0,90
0.0,0.18904109589041096,1.0,6.0,180
